epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,73.135,1.81333,1.79732,1.5106,0.64584,0.8,0.6935,0.23527,2.42228,1.95991,1.79476,0.0009704,0.0009704,0.0009704
54,74.4626,1.76787,1.72729,1.26455,0.63987,0.8,0.61554,0.29348,2.21601,1.86452,1.71119,0.0009506,0.0009506,0.0009506
55,75.805,1.71942,1.74025,1.30992,0.60433,0.6,0.68179,0.2809,2.02215,1.86006,1.62264,0.0009308,0.0009308,0.0009308
56,77.1357,1.7388,1.77454,1.31187,0.48848,0.7,0.54183,0.26634,2.07932,1.82122,1.6118,0.000911,0.000911,0.000911
57,78.4585,1.72254,1.84553,1.43292,0.59425,0.58705,0.59093,0.21872,2.23588,1.88871,1.60044,0.0008912,0.0008912,0.0008912
58,79.8095,1.70202,1.7623,1.35042,0.72606,0.7,0.75247,0.26239,2.14977,1.735,1.60679,0.0008714,0.0008714,0.0008714
59,81.13,1.77196,1.73108,1.25674,0.63808,0.6,0.60198,0.32066,2.00401,1.70276,1.58516,0.0008516,0.0008516,0.0008516
60,82.4624,1.66697,1.71537,1.29812,0.72434,0.78926,0.67536,0.31057,2.05937,1.68279,1.59399,0.0008318,0.0008318,0.0008318
61,83.8195,1.7571,1.76024,1.31578,0.58154,0.8,0.63685,0.26269,2.19719,1.59937,1.5708,0.000812,0.000812,0.000812
62,85.1833,1.67201,1.74765,1.26743,0.66145,0.7828,0.67931,0.22579,2.31151,1.64527,1.59448,0.0007922,0.0007922,0.0007922
63,86.5431,1.63916,1.73342,1.31347,0.52246,0.8,0.60559,0.18672,2.2677,1.70671,1.63761,0.0007724,0.0007724,0.0007724
64,87.8692,1.63955,1.81523,1.36658,0.51688,0.8,0.55887,0.19777,2.25643,1.6353,1.68281,0.0007526,0.0007526,0.0007526
65,89.1981,1.80608,1.75839,1.36758,0.54474,0.8,0.5643,0.23344,2.03223,1.78639,1.58775,0.0007328,0.0007328,0.0007328
66,90.5473,1.77258,1.64221,1.36154,0.79735,0.8,0.70546,0.23335,2.1715,1.79205,1.64786,0.000713,0.000713,0.000713
67,91.8857,1.54199,1.50973,1.26177,0.82823,0.7,0.72762,0.23358,2.27474,1.83022,1.65573,0.0006932,0.0006932,0.0006932
68,93.2126,1.63544,1.65263,1.35932,0.80902,0.7,0.75652,0.2839,2.19922,1.72586,1.63959,0.0006734,0.0006734,0.0006734
69,94.605,1.73637,1.59201,1.28255,0.81228,0.7,0.77241,0.28909,2.23554,1.62925,1.7414,0.0006536,0.0006536,0.0006536
70,95.9497,1.76047,1.54992,1.28195,0.82017,0.6,0.74512,0.29088,2.26604,1.57879,1.76331,0.0006338,0.0006338,0.0006338
71,97.3073,1.79074,1.57606,1.27667,0.78972,0.8,0.76848,0.35364,2.10777,1.46038,1.66239,0.000614,0.000614,0.000614
72,98.6344,1.68601,1.53969,1.33285,0.88783,0.79238,0.77983,0.29066,2.21349,1.5571,1.6318,0.0005942,0.0005942,0.0005942
73,99.9808,1.68256,1.66293,1.30037,0.7613,0.7,0.67982,0.24065,2.38587,1.6104,1.62648,0.0005744,0.0005744,0.0005744
74,101.356,1.55021,1.45473,1.22881,0.69453,0.7,0.67189,0.24418,2.43682,1.62539,1.61493,0.0005546,0.0005546,0.0005546
75,102.732,1.72514,1.50485,1.27363,0.68186,0.7,0.62027,0.20934,2.34486,1.49073,1.59095,0.0005348,0.0005348,0.0005348
76,104.043,1.66723,1.63063,1.23602,0.69153,0.7,0.59484,0.23171,2.30805,1.52229,1.5773,0.000515,0.000515,0.000515
77,105.401,1.73429,1.59564,1.25379,0.78686,0.8,0.76885,0.28957,2.25634,1.48677,1.58543,0.0004952,0.0004952,0.0004952
78,106.728,1.76026,1.62949,1.3842,0.78408,0.8,0.75867,0.28474,2.36378,1.52987,1.57592,0.0004754,0.0004754,0.0004754
79,108.054,1.54164,1.49477,1.23109,0.7863,0.6,0.68442,0.26268,2.45299,1.58597,1.6354,0.0004556,0.0004556,0.0004556
80,109.377,1.51557,1.55147,1.2048,0.82738,0.6,0.68445,0.27474,2.36007,1.63252,1.62737,0.0004358,0.0004358,0.0004358
81,110.699,1.70396,1.45141,1.23522,0.82714,0.6,0.69253,0.27584,2.24133,1.63939,1.57658,0.000416,0.000416,0.000416
82,112.026,1.53777,1.51569,1.2749,0.72201,0.78069,0.72209,0.31082,2.19351,1.63774,1.57412,0.0003962,0.0003962,0.0003962
83,113.355,1.61342,1.42549,1.24525,0.69868,0.8,0.73666,0.33334,2.15125,1.6184,1.56592,0.0003764,0.0003764,0.0003764
84,114.685,1.80778,1.66956,1.41817,0.71341,0.8,0.71576,0.3564,2.0756,1.61377,1.51345,0.0003566,0.0003566,0.0003566
85,116.023,1.54004,1.58487,1.19702,0.70981,0.8,0.70372,0.34969,2.00895,1.62304,1.51305,0.0003368,0.0003368,0.0003368
86,117.38,1.45022,1.58082,1.29623,0.77517,0.8,0.70237,0.33935,2.02672,1.59888,1.45474,0.000317,0.000317,0.000317
87,118.771,1.46335,1.45726,1.21998,0.64891,0.8,0.68742,0.26928,2.0349,1.6461,1.44062,0.0002972,0.0002972,0.0002972
88,120.107,1.59669,1.44416,1.24372,0.65647,0.8,0.69372,0.2618,2.00154,1.65656,1.48189,0.0002774,0.0002774,0.0002774
89,121.434,1.509,1.40675,1.17706,0.65379,0.8,0.65954,0.27015,2.00584,1.7206,1.48624,0.0002576,0.0002576,0.0002576
90,122.771,1.49663,1.49113,1.17903,0.66428,0.79211,0.66927,0.25696,2.08106,1.7293,1.5,0.0002378,0.0002378,0.0002378
91,173.992,1.52255,1.65236,1.22326,0.61354,0.7,0.53994,0.20735,2.19635,1.72526,1.54784,0.000218,0.000218,0.000218
92,175.404,1.42033,1.5436,1.24883,0.55125,0.61529,0.52179,0.17957,2.28158,1.78648,1.61334,0.0001982,0.0001982,0.0001982
93,176.772,1.48842,1.5519,1.16898,0.61338,0.63679,0.58077,0.20837,2.31283,1.86127,1.64324,0.0001784,0.0001784,0.0001784
94,178.124,1.52887,1.54755,1.20141,0.62503,0.7,0.58414,0.21066,2.32382,1.81117,1.61339,0.0001586,0.0001586,0.0001586
95,179.443,1.47419,1.5437,1.2091,0.69454,0.68362,0.57119,0.20916,2.34058,1.78,1.59219,0.0001388,0.0001388,0.0001388
96,180.828,1.45246,1.52383,1.20517,0.76957,0.7,0.5646,0.20139,2.27626,1.70971,1.54843,0.000119,0.000119,0.000119
97,182.212,1.53293,1.46009,1.25739,0.77236,0.7,0.57748,0.25439,2.15017,1.59117,1.51866,9.92e-05,9.92e-05,9.92e-05
98,183.559,1.63752,1.53108,1.20125,0.85583,0.7,0.70241,0.27288,2.08885,1.5907,1.51073,7.94e-05,7.94e-05,7.94e-05
99,184.887,1.4775,1.43734,1.208,0.77881,0.8,0.74089,0.31231,2.01565,1.59554,1.49001,5.96e-05,5.96e-05,5.96e-05
100,186.195,1.44036,1.48518,1.21902,0.75804,0.8,0.73836,0.32665,1.98186,1.63306,1.50378,3.98e-05,3.98e-05,3.98e-05
