epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,79.9017,1.67921,1.77319,1.3195,0.76649,0.9,0.85506,0.29439,1.77552,1.778,1.46763,0.0008516,0.0008516,0.0008516
60,81.2292,1.70984,1.67962,1.29726,0.74653,0.9,0.86704,0.31895,1.76148,1.64636,1.44072,0.0008318,0.0008318,0.0008318
61,82.6336,1.8219,1.7205,1.29895,0.69914,0.93107,0.92643,0.39585,1.61677,1.65078,1.44871,0.000812,0.000812,0.000812
62,83.9796,1.71302,1.58405,1.28664,0.58391,1,0.81345,0.38399,1.54518,1.5961,1.44455,0.0007922,0.0007922,0.0007922
63,85.293,1.72171,1.58014,1.29642,0.46604,0.9,0.6051,0.34286,1.52102,1.66401,1.50009,0.0007724,0.0007724,0.0007724
64,86.6211,1.68294,1.73457,1.37323,0.60495,0.76743,0.58647,0.29184,1.65424,1.70398,1.58891,0.0007526,0.0007526,0.0007526
65,87.9275,1.72825,1.59474,1.41762,0.62888,0.84913,0.64659,0.24869,1.71135,1.72925,1.63465,0.0007328,0.0007328,0.0007328
66,89.2431,1.77263,1.53449,1.31887,0.66777,0.9,0.62001,0.21403,1.91536,2.00592,1.65532,0.000713,0.000713,0.000713
67,90.5881,1.65624,1.50383,1.29252,0.51562,0.7,0.45012,0.17074,2.01921,1.94797,1.60702,0.0006932,0.0006932,0.0006932
68,91.9027,1.73786,1.72742,1.28188,0.64654,0.8,0.62869,0.22393,1.96512,1.84761,1.50873,0.0006734,0.0006734,0.0006734
69,93.1991,1.65093,1.59424,1.31956,0.59021,0.72147,0.72014,0.27715,1.85411,1.78278,1.45632,0.0006536,0.0006536,0.0006536
70,94.5125,1.58692,1.51323,1.23006,0.56815,0.7,0.58869,0.25739,1.8447,1.63817,1.46789,0.0006338,0.0006338,0.0006338
71,95.8378,1.56566,1.46834,1.23596,0.68665,0.7,0.68108,0.31519,1.87581,1.64021,1.47973,0.000614,0.000614,0.000614
72,97.1601,1.6598,1.43595,1.29189,0.71983,0.77271,0.74943,0.31049,1.98154,1.60059,1.49577,0.0005942,0.0005942,0.0005942
73,98.4901,1.60205,1.52107,1.32496,0.72422,0.9,0.77273,0.32518,2.0115,1.54742,1.53824,0.0005744,0.0005744,0.0005744
74,99.8636,1.63115,1.52269,1.21788,0.73181,0.9,0.75273,0.33207,2.03973,1.54747,1.54896,0.0005546,0.0005546,0.0005546
75,101.139,1.73731,1.61734,1.37072,0.82782,0.96362,0.96167,0.33044,2.03593,1.62016,1.54629,0.0005348,0.0005348,0.0005348
76,102.432,1.66407,1.39813,1.2591,0.82657,0.95535,0.87833,0.34025,2.00267,1.59803,1.59524,0.000515,0.000515,0.000515
77,103.745,1.45614,1.38879,1.23496,0.62583,0.8,0.7069,0.32413,1.95343,1.56332,1.60539,0.0004952,0.0004952,0.0004952
78,105.056,1.63494,1.45063,1.29762,0.73392,1,0.86466,0.36291,1.91958,1.53763,1.56064,0.0004754,0.0004754,0.0004754
79,106.366,1.70647,1.57007,1.34809,0.80079,0.80436,0.86154,0.32042,1.90572,1.59555,1.50998,0.0004556,0.0004556,0.0004556
80,107.674,1.62433,1.54974,1.23992,0.71534,0.8,0.7402,0.30036,1.8306,1.72376,1.45158,0.0004358,0.0004358,0.0004358
81,109.005,1.52012,1.51512,1.15054,0.79968,0.79855,0.70962,0.29366,1.92161,1.75413,1.45056,0.000416,0.000416,0.000416
82,110.334,1.57424,1.59931,1.31666,0.9422,0.9,0.92833,0.27256,1.94712,1.65438,1.45597,0.0003962,0.0003962,0.0003962
83,111.68,1.59757,1.41049,1.227,0.84755,0.9,0.85726,0.28669,1.97737,1.56941,1.47141,0.0003764,0.0003764,0.0003764
84,113.007,1.66029,1.54493,1.25048,0.79232,0.9,0.86726,0.30862,2.07208,1.60839,1.51709,0.0003566,0.0003566,0.0003566
85,114.428,1.56101,1.46997,1.24219,0.77893,0.9,0.80748,0.3059,2.06639,1.64168,1.51397,0.0003368,0.0003368,0.0003368
86,115.821,1.68549,1.59353,1.34718,0.7895,0.9,0.76358,0.2891,2.05689,1.63172,1.50358,0.000317,0.000317,0.000317
87,117.167,1.43192,1.33549,1.1551,0.80293,0.9,0.91071,0.3165,1.98665,1.5422,1.45454,0.0002972,0.0002972,0.0002972
88,118.488,1.53272,1.38328,1.23649,0.81693,0.8,0.88778,0.31406,2.01834,1.51567,1.46091,0.0002774,0.0002774,0.0002774
89,119.835,1.43326,1.33372,1.17456,0.89858,0.88719,0.89667,0.32744,2.01482,1.47609,1.4845,0.0002576,0.0002576,0.0002576
90,121.151,1.45809,1.43562,1.18721,0.86885,0.9,0.90045,0.33783,1.99154,1.4072,1.50601,0.0002378,0.0002378,0.0002378
91,171.28,1.49393,1.61454,1.29178,0.85333,0.9,0.89262,0.31924,1.9788,1.46073,1.53057,0.000218,0.000218,0.000218
92,172.632,1.61924,1.64714,1.20619,0.89935,0.9,0.89262,0.2942,1.97934,1.49264,1.54034,0.0001982,0.0001982,0.0001982
93,173.943,1.62364,1.48368,1.27465,0.8775,0.9,0.88848,0.31905,2.00342,1.53734,1.56357,0.0001784,0.0001784,0.0001784
94,175.253,1.48608,1.53388,1.27191,0.84185,0.9,0.905,0.32919,2.0417,1.56808,1.57991,0.0001586,0.0001586,0.0001586
95,176.559,1.51825,1.64381,1.1826,0.83217,0.9,0.91056,0.32743,1.99974,1.57263,1.54794,0.0001388,0.0001388,0.0001388
96,177.923,1.46153,1.4449,1.10813,0.7822,0.8,0.86984,0.29946,1.94759,1.53309,1.55114,0.000119,0.000119,0.000119
97,179.256,1.4326,1.51155,1.28961,0.77934,0.8,0.86179,0.33836,1.88746,1.51497,1.54423,9.92e-05,9.92e-05,9.92e-05
98,180.552,1.48109,1.40344,1.20433,0.74576,0.88135,0.88714,0.35987,1.89188,1.42766,1.55103,7.94e-05,7.94e-05,7.94e-05
99,181.865,1.46326,1.53431,1.1996,0.77868,0.8,0.88333,0.34821,1.88085,1.46103,1.55291,5.96e-05,5.96e-05,5.96e-05
100,183.194,1.61193,1.59935,1.18142,0.74995,0.89976,0.89135,0.34437,1.90017,1.464,1.55302,3.98e-05,3.98e-05,3.98e-05
